NUM_UC,NUM_UC_ANEEL,SITUACAO_INICIAL,SITUACAO_ATUAL,SITUACAO_UC,LOCAL,CLASSE,GRUPO,TIPO_FASE,ETAPA,DT_ATIVACAO,DT_DISTRATO,MOTIV_DIST,IND_SOLICITAÇAO,FINALIDADE,FABRI_VEIC,MODELO_VEIC,ANO_VEIC,TIPO_VEIC,MOTOR_VEIC,STATUS_VEIC,CAPACIDADE_VEIC,QTE_VEIC,PERCURSO_SEMANAL,FREQ_CARGA_RESIDENCIA,FREQ_CARGA_SEMANAL,FREQ_CARGA_MADRUGADA,LOCAL_RECARGA,ELETROPOSTO_COPEL,STATUS_WALLBOX,MARCA_WALLB,POT_WALLB,STATUS_PORTATIL,MARCA_PORTATIL,POT_PORTATIL,TARIFA_SOCIAL,TARIFA_BRANCA,GD_BENE_INIC,GD_BENE_FIM,TIPO_GD_BENE,DATA_INICIO_GD,DATA_FIM_GD,TIPO_GD_GERA,POSSUI_GD_CLIENTE,DT_SITUACAO_UC,DT_MUD_TIT,MUD_TIT
58978585,44626303183.0,Controle,Controle,LG,CASCAVEL,B1,1.0,TR,18.0,2026-03-01,,,,Pessoal,BYD,Song Pro,,Carro,Hibrido,Proprio,Maior que 80 kWh,2.0,600.0,Sempre,de 6 a 7 vezes por semana,Sempre,Residência;E na minha casa de final de semana também ,N,N,,,S,BYD 3,menor que 4 kW,N,N,2023-05-01,,,2023-05-01,,GDII,S,2005-05-12,,
105654078,589727403157.0,Ativo,Ativo,LG,FAZENDA RIO GRANDE,B1,1.0,BI,18.0,2026-03-01,,,,Trabalho,BYD,Dolphin GS,2025.0,Carro,Eletrico,Proprio,Entre 21 e 40 kWh,1.0,2000.0,Sempre,de 6 a 7 vezes por semana,Sempre,Residência;Eletroposto;,N,N,,,S,Lonlink Q-116,entre 4 e 8 kW,N,N,,,,,,,N,2019-08-19,,
76842762,35892803153.0,Ativo,Ativo,LG,PATO BRANCO,B1,1.0,BI,12.0,2026-03-01,,,,Trabalho,BYD,Dolphin Mini,,Carro,Eletrico,Proprio,Entre 21 e 40 kWh,1.0,1500.0,Sempre,de 6 a 7 vezes por semana,Sempre,Residência;,N,N,,,S,Lity,menor que 4 kW,N,N,,,,,,,N,2022-11-30,,
68646844,292339903148.0,Ativo,Ativo,LG,SAO JOSE DOS PINHAIS,B1,1.0,TR,4.0,2026-03-01,,,,Trabalho,BYD,Dolphin Mini,2024.0,Carro,Eletrico,Proprio,Entre 21 e 40 kWh,1.0,750.0,Sempre,de 6 a 7 vezes por semana,Sempre,Residência;,S,S,BYD GS,entre 12 e 16 kW,S,Lity,menor que 4 kW,N,N,2022-05-01,,,2022-04-01,,GDI,S,2012-07-10,,
81364318,375467803180.0,Ativo,Ativo,LG,PONTA GROSSA,B1,1.0,BI,3.0,2026-03-01,,,,Pessoal,BYD,Song Plus,2024.0,Carro,Hibrido,Proprio,Menor que 20 kWh,2.0,560.0,Sempre,de 6 a 7 vezes por semana,Sempre,Residência;Eletroposto,S,S,BYD,entre 4 e 8 kW,S,JONHON EV MODE 2,menor que 4 kW,N,N,2022-12-01,,,2022-12-01,,GDI,S,2009-06-26,,
112310338,649499303106.0,Reserva,Reserva,LG,FOZ DO IGUACU,B1,1.0,BI,14.0,,,,,Pessoal,BYD,Dolphin Mini,2024.0,Carro,Eletrico,Proprio,Entre 41 e 60 kWh,2.0,500.0,Frequentemente,de 6 a 7 vezes por semana,Sempre,Residência;Shopping,N,N,,,S,Intelbras ,menor que 4 kW,N,N,2025-10-01,,,2025-10-01,,GDII,S,2023-11-30,,
97748633,523838403172.0,Ativo,Ativo,LG,CASCAVEL,B1,1.0,TR,18.0,2026-03-01,,,,Pessoal,BYD,Dolphin Mini,2024.0,Carro,Eletrico,Proprio,Entre 21 e 40 kWh,1.0,120.0,Sempre,de 2 a 3 vezes por semana,Frequentemente,Residência,N,S,BYD EVA007KI/XSTO,entre 4 e 8 kW,S,Greenv,menor que 4 kW,N,N,2023-03-01,,,2021-06-01,,GDI,S,2015-03-31,,
33722420,278895303160.0,Ativo,Ativo,LG,SANTA TEREZINHA DE ITAIPU,B1,1.0,BI,13.0,2026-03-01,,,,Pessoal,BYD,Dolphin Mini,2025.0,Carro,Eletrico,Proprio,Entre 21 e 40 kWh,1.0,400.0,Frequentemente,de 2 a 3 vezes por semana,Frequentemente,Residência;Eletroposto;,S,S,BYD,entre 4 e 8 kW,S,Greenv,menor que 4 kW,N,N,2024-05-01,,,2021-06-01,,GDI,S,2009-12-17,,
92989845,482092703160.0,Ativo,Ativo,LG,COLOMBO,B1,1.0,BI,14.0,2026-03-01,,,,Trabalho,BYD,Dolphin Plus,,Carro,Eletrico,Proprio,Entre 41 e 60 kWh,1.0,1500.0,Sempre,de 4 a 5 vezes por semana,Frequentemente,Residência;,N,N,,,S,Greenv Wallbox,entre 4 e 8 kW,N,N,,,,,,,N,2017-10-12,,
93911335,489398503140.0,Controle,Controle,LG,SANTA TEREZINHA DE ITAIPU,B1,1.0,TR,13.0,2026-03-01,,,,Pessoal,BYD,Yuan Plus,2024.0,Carro,Eletrico,Proprio,Entre 41 e 60 kWh,2.0,280.0,Frequentemente,de 2 a 3 vezes por semana,Frequentemente,Residência;Shopping;Eletroposto;,S,S,BYD,entre 4 e 8 kW,S,Feyree,entre 4 e 8 kW,N,N,2024-09-01,,,2024-11-01,,GDI,S,2016-06-24,,
7111665,445816203144.0,Controle,Controle,LG,SAO JOSE DOS PINHAIS,B1,1.0,BI,8.0,2026-03-01,,,,Trabalho,BYD,Dolphin Plus,2024.0,Carro,Eletrico,Proprio,Entre 41 e 60 kWh,1.0,1400.0,Sempre,de 6 a 7 vezes por semana,Sempre,Residência;,S,N,,,S,Feyree,entre 4 e 8 kW,N,N,2025-10-01,,,2025-10-01,,GDII,S,2016-08-05,,
9359117,377734903100.0,Ativo,Removido,LG,FOZ DO IGUACU,B1,1.0,TR,6.0,2026-03-01,2026-06-01,GDII,N,Trabalho,BYD,Dolphin GS,2025.0,Carro,Eletrico,Proprio,Entre 41 e 60 kWh,1.0,800.0,Frequentemente,de 4 a 5 vezes por semana,Sempre,Residência,S,N,,,S,E-Wolf EW1045,entre 4 e 8 kW,N,N,2026-07-01,,,2026-07-01,,GDII,S,2025-02-21,,
89911369,65051103176.0,Controle,Controle,LG,PONTA GROSSA,B1,1.0,BI,8.0,2026-03-01,,,,Trabalho,BYD,Dolphin Mini,2024.0,Carro,Eletrico,Proprio,Entre 21 e 40 kWh,1.0,200.0,Frequentemente,de 4 a 5 vezes por semana,Frequentemente,Carregador do prédio;Eletroposto;,N,S,BYD,entre 4 e 8 kW,S,BYD 3,menor que 4 kW,N,N,2026-08-01,,,,,,N,2021-10-04,,
11560517,302745103141.0,Ativo,Ativo,LG,TOLEDO,B1,1.0,BI,14.0,2026-03-01,,,,Pessoal,BYD,Song Pro,2025.0,Carro,Hibrido,Proprio,Menor que 20 kWh,1.0,140.0,Sempre,de 4 a 5 vezes por semana,Frequentemente,Residência;,N,N,,,S,BYD 3,menor que 4 kW,N,N,2022-11-01,,,2022-11-01,,GDI,S,2007-07-24,,
96636076,515532103186.0,Ativo,Ativo,LG,CASCAVEL,B1,1.0,BI,10.0,2026-03-01,,,,Pessoal,BYD,King GS,2025.0,Carro,Hibrido,Proprio,Menor que 20 kWh,1.0,300.0,Frequentemente,de 4 a 5 vezes por semana,Sempre,Residência;,N,N,,,S,JONHON EV MODE 2,menor que 4 kW,N,N,2026-01-01,,,2022-11-01,,GDI,S,2014-10-23,,
74211200,199917903168.0,Ativo,Ativo,LG,PINHAIS,B1,1.0,BI,17.0,2026-03-01,,,,Pessoal,BYD,Dolphin Mini,2024.0,Carro,Eletrico,Proprio,Entre 21 e 40 kWh,1.0,480.0,Sempre,de 4 a 5 vezes por semana,Sempre,Residência,N,S,BYD AC WALLBOX,entre 4 e 8 kW,S,JONHON EV MODE 2,menor que 4 kW,N,N,,,,,,,N,2005-08-10,,
67208355,250845503159.0,Ativo,Ativo,LG,CASCAVEL,B1,1.0,TR,8.0,2026-03-01,,,,Pessoal,BYD,Dolphin Mini,,Carro,Eletrico,Proprio,Entre 21 e 40 kWh,2.0,200.0,Sempre,1 vez por semana ou menos,Sempre,Residência,N,S,BYD EVA007KI/XSTO,entre 4 e 8 kW,S,JONHON EV MODE 2,menor que 4 kW,N,N,2018-01-01,,,2016-12-01,,GDI,S,2006-10-18,,
97430617,521508003190.0,Ativo,Ativo,LG,PIRAQUARA,B1,1.0,TR,17.0,2026-03-01,,,,Pessoal,BYD,King GL,,Carro,Hibrido,Proprio,Menor que 20 kWh,1.0,248.0,Frequentemente,de 4 a 5 vezes por semana,Frequentemente,Residência,N,N,,,S,BYD 3,menor que 4 kW,N,N,,,,,,,N,2015-02-23,,
93559232,485200103191.0,Ativo,Ativo,LG,QUITANDINHA,B1,1.0,BI,1.0,2026-03-01,,,,Pessoal,BYD,King GS,,Carro,Hibrido,Proprio,Menor que 20 kWh,1.0,600.0,Sempre,de 6 a 7 vezes por semana,Frequentemente,Residência,S,N,,,S,JONHON EV MODE 2,menor que 4 kW,N,N,,,,,,,N,2020-10-09,,
110962168,637213103168.0,Reserva,Reserva,LG,CONTENDA,B1,1.0,MR,26.0,,,,,Pessoal,BYD,Dolphin GS,2024.0,Carro,Eletrico,Proprio,Entre 41 e 60 kWh,2.0,450.0,Sempre,de 6 a 7 vezes por semana,Sempre,Residência,S,S,BYD,entre 4 e 8 kW,S,BYD 3,menor que 4 kW,N,N,2025-04-01,,,2025-04-01,,GDII,S,2023-10-10,,
104550996,579776903146.0,Ativo,Ativo,LG,SAO JOSE DOS PINHAIS,B1,1.0,BI,14.0,2026-03-01,,,,Pessoal,BYD,Dolphin GS,2025.0,Carro,Eletrico,Proprio,Entre 41 e 60 kWh,1.0,150.0,Frequentemente,1 vez por semana ou menos,Sempre,Residência,N,S,BYD,entre 4 e 8 kW,S,BYD 3,menor que 4 kW,N,N,,,,,,,N,2018-12-03,,
90938267,385744803129.0,Ativo,Ativo,LG,PATO BRANCO,B1,1.0,BI,7.0,2026-03-01,,,,Pessoal,BYD,Song Plus,,Carro,Hibrido,Proprio,Menor que 20 kWh,1.0,250.0,Sempre,de 2 a 3 vezes por semana,Sempre,Residência;,N,S,MF Power,entre 4 e 8 kW,S,BYD 3,menor que 4 kW,N,N,2020-06-01,,,2020-05-01,,GDI,S,2015-06-09,,
82166749,330564903130.0,Controle,Controle,LG,FRANCISCO BELTRAO,B1,1.0,TR,14.0,2026-03-01,,,,Pessoal,BYD,Song Plus Premium,,Carro,Hibrido,Proprio,Entre 21 e 40 kWh,1.0,1000.0,Sempre,de 4 a 5 vezes por semana,Frequentemente,Residência;Trabalho;,N,S,Intelbras EVE,entre 4 e 8 kW,S,BYD 3,menor que 4 kW,N,N,2026-04-01,,,2024-12-01,,GDII,S,2024-04-22,,
